# index, name, Colegio, Curso, Grupo, Sexo, prosocial, crttotal, _pos
398,5830,,,,,,,"array([0.19891468, 3.58933786])"
399,5812,9,3,C,Male,0.33,2,"array([0.0952295 , 3.51038023])"
400,5870,,,,,,,"array([0.17358587, 3.37073765])"
401,5877,9,4,A,Female,0.67,2,"array([-0.08768009,  3.67066328])"
402,5917,9,4,B,Female,1.0,3,"array([-0.08549234,  3.67964223])"
403,5906,,,,,,,"array([-0.09757693,  3.73659735])"
404,5960,9,4,C,Male,0.67,3,"array([-0.11936154,  3.61904686])"
405,5913,9,4,B,Male,0.67,1,"array([-0.10978839,  3.70079564])"
406,5921,9,4,B,Male,0.67,2,"array([-0.12914596,  3.6753841 ])"
407,5916,9,4,B,Male,1.0,3,"array([-0.14691566,  3.70086721])"
408,5922,9,4,B,Male,0.67,2,"array([-0.15772223,  3.69423679])"
409,5963,,,,,,,"array([0.0074255 , 3.70826489])"
410,5925,9,4,B,Male,1.0,2,"array([-0.08216074,  3.73353233])"
411,5985,9,4,D,Female,0.33,2,"array([-0.06363847,  3.71138227])"
412,5934,9,4,B,Female,0.33,1,"array([-0.03013149,  3.70817866])"
413,5976,9,4,D,Female,0.33,1,"array([-0.04360748,  3.65012642])"
414,5933,,,,,,,"array([-0.08250959,  3.7079255 ])"
415,5990,9,4,D,Male,0.33,1,"array([-0.09968625,  3.65831716])"
416,5900,9,4,A,Male,0.67,2,"array([-0.11268845,  3.64844491])"
417,5894,9,4,A,Male,0.67,2,"array([-0.14972818,  3.71427328])"
418,5945,9,4,C,Male,0.33,1,"array([-0.10444588,  3.67308784])"
419,5931,9,4,B,Female,0.33,2,"array([-0.03901901,  3.69517254])"
420,5967,9,4,D,Male,1.0,0,"array([-0.11543882,  3.68707263])"
421,5986,9,4,D,Female,0.67,1,"array([-0.07143718,  3.63387069])"
422,5901,9,4,A,Female,0.67,2,"array([-0.06078793,  3.63975107])"
423,5918,9,4,B,Female,1.0,2,"array([-0.0533566 ,  3.70118232])"
424,5915,9,4,B,Male,1.0,2,"array([-0.13303569,  3.70838447])"
425,5974,,,,,,,"array([-0.13110018,  3.72424959])"
426,5905,,,,,,,"array([-0.13252777,  3.6322349 ])"
427,5903,9,4,A,Male,1.0,1,"array([-0.11629033,  3.67320406])"
428,5888,9,4,A,Male,0.33,1,"array([-0.1399123 ,  3.68193371])"
429,5899,9,4,A,Male,1.0,2,"array([-0.09386076,  3.71845663])"
430,5904,9,4,A,Male,1.0,2,"array([-0.09970459,  3.68583297])"
431,5907,9,4,B,Male,0.33,2,"array([-0.13958614,  3.66931443])"
432,5954,9,4,C,99.0,0.67,1,"array([-0.06417368,  3.69403366])"
433,5958,9,4,C,Male,1.0,1,"array([-0.09738441,  3.70144029])"
434,5970,,,,,,,"array([-0.1225072 ,  3.69918386])"
435,5980,,,,,,,"array([-0.11544396,  3.72928824])"
436,5950,,,,,,,"array([-0.0097601 ,  3.65964878])"
437,5952,9,4,C,Female,0.67,2,"array([-0.06341573,  3.6676235 ])"
438,5971,9,4,D,Female,1.0,2,"array([-0.07883581,  3.66203684])"
439,5966,9,4,D,Male,1.0,1,"array([-0.12676167,  3.65027141])"
440,5928,9,4,B,Male,0.67,1,"array([-0.05520623,  3.72125889])"
441,5987,9,4,D,Female,0.33,1,"array([-0.04765829,  3.73921116])"
442,5991,9,4,D,Female,0.67,1,"array([-0.07098127,  3.6785785 ])"
443,5878,9,4,A,Female,0.67,1,"array([-0.09256987,  3.61237092])"
444,5914,9,4,B,Male,0.33,2,"array([-0.13336965,  3.69245149])"
445,5932,9,4,B,Female,0.67,2,"array([-0.02674681,  3.65262616])"
446,5911,,,,,,,"array([-0.15764839,  3.63950068])"
447,5912,9,4,B,Male,0.67,2,"array([-0.15491696,  3.67802777])"
448,5887,,,,,,,"array([-0.16922567,  3.62422619])"
449,5956,9,4,C,Female,0.67,2,"array([-0.04674511,  3.62163595])"
450,5920,9,4,B,Male,0.67,2,"array([-0.15680161,  3.66375329])"
451,5935,9,4,C,Female,0.67,0,"array([-0.06654221,  3.6125468 ])"
452,5938,9,4,C,Female,0.67,1,"array([-0.07776245,  3.60581286])"
453,5902,9,4,A,Female,0.67,2,"array([-0.07255997,  3.64860386])"
454,5943,9,4,C,Female,0.67,2,"array([-0.04153341,  3.61018722])"
455,5885,9,4,A,Female,0.67,2,"array([-0.04778964,  3.63598217])"
456,5886,9,4,A,Female,0.0,2,"array([-0.08821945,  3.65295452])"
457,5890,9,4,A,Female,0.67,2,"array([-0.06508761,  3.5932993 ])"
458,5926,9,4,B,Female,0.67,2,"array([-0.04629837,  3.59283171])"
459,5908,9,4,B,Male,0.33,2,"array([-0.16457295,  3.65288525])"
460,5889,9,4,A,Male,1.0,2,"array([-0.12619082,  3.66317346])"
461,5879,9,4,A,Male,0.67,3,"array([-0.10119388,  3.64109397])"
462,5951,9,4,C,Male,0.67,2,"array([-0.08584384,  3.63686629])"
463,5884,9,4,A,Male,1.0,2,"array([-0.10502548,  3.60877006])"
464,5929,,,,,,,"array([-0.17823069,  3.67430549])"
465,5881,9,4,A,Male,0.67,2,"array([-0.09570562,  3.59592118])"
466,5927,9,4,B,Male,0.67,2,"array([-0.1156197 ,  3.71442062])"
467,5961,9,4,C,Male,0.67,2,"array([-0.10753151,  3.63091739])"
468,5939,9,4,C,Female,0.67,2,"array([-0.05740713,  3.62412066])"
469,5893,,,,,,,"array([-0.14786062,  3.59960933])"
470,5891,9,4,A,Female,1.0,2,"array([-0.03229075,  3.63823172])"
471,5969,,,,,,,"array([-0.17771496,  3.66061622])"
472,5948,,,,,,,"array([-0.01716513,  3.67372599])"
473,5880,9,4,A,Male,1.0,2,"array([-0.12101337,  3.6356903 ])"
474,5892,,,,,,,"array([-0.08249015,  3.5797245 ])"
475,5883,9,4,A,Male,0.67,2,"array([-0.12249443,  3.60040974])"
476,5882,9,4,A,Male,0.67,2,"array([-0.09680795,  3.62691733])"
477,5898,,,,,,,"array([-0.14336513,  3.63832799])"
478,5982,9,4,D,Male,0.33,2,"array([-0.16928337,  3.68644387])"
479,5965,,,,,,,"array([-0.11099249,  3.58993972])"
480,5968,,,,,,,"array([-0.14472867,  3.65472037])"
481,5962,9,4,C,Male,0.67,1,"array([-0.05826133,  3.65669833])"
482,5947,9,4,C,Female,0.67,2,"array([0.01400878, 3.64317644])"
483,5924,9,4,B,Female,0.67,2,"array([-0.03339803,  3.66584132])"
484,5909,,,,,,,"array([-0.0739426 ,  3.72023791])"
485,5957,9,4,C,Male,0.33,2,"array([-0.08309833,  3.62220251])"
486,5981,,,,,,,"array([-0.066667  ,  3.56651385])"
487,5895,9,4,A,Male,0.67,3,"array([-0.04429145,  3.56633829])"
488,5953,9,4,C,Male,0.0,3,"array([-0.11151063,  3.66161479])"
489,5910,9,4,B,Female,0.67,2,"array([-0.02505785,  3.59914752])"
490,5955,9,4,C,Female,0.67,2,"array([0.00564596, 3.61919888])"
491,5936,9,4,C,Female,0.67,1,"array([-0.04918331,  3.67072102])"
492,5949,9,4,C,Female,0.67,2,"array([-0.01935081,  3.62663575])"
493,5930,,,,,,,"array([-0.08701676,  3.75847353])"
494,5941,9,4,C,Female,0.67,2,"array([-0.02799326,  3.68120643])"
495,5923,9,4,B,Male,1.0,2,"array([-0.17172045,  3.70732968])"
496,5919,,,,,,,"array([-0.19193857,  3.74186378])"
497,5897,,,,,,,"array([-0.01516133,  3.69467872])"
498,5978,,,,,,,"array([-0.14741905,  3.62003295])"
499,5944,9,4,C,Male,1.0,2,"array([-0.05441072,  3.68208592])"
500,5959,9,4,C,Female,1.0,1,"array([-0.01470342,  3.7139253 ])"
501,5940,9,4,C,Female,0.67,1,"array([0.00595637, 3.67885439])"
502,5972,9,4,D,Male,1.0,1,"array([-0.15445637,  3.73430681])"
503,5964,9,4,D,Male,0.67,2,"array([-0.06888888,  3.74368705])"
504,5946,9,4,C,Female,0.67,0,"array([-0.01084419,  3.64290813])"
505,5975,9,4,D,Male,1.0,2,"array([-0.08369719,  3.69397885])"
506,5977,,,,,,,"array([-0.06471598,  3.77016848])"
507,5983,,,,,,,"array([-0.01938216,  3.75103246])"
508,5942,9,4,C,Female,0.67,1,"array([0.00782068, 3.66319223])"
509,5937,,,,,,,"array([0.04596901, 3.68247968])"
510,5984,,,,,,,"array([-0.03160983,  3.72841847])"
511,5989,,,,,,,"array([-0.14125353,  3.75873734])"
512,5979,9,4,D,Male,0.67,2,"array([-0.15959248,  3.79870677])"
513,5988,,,,,,,"array([-0.11455814,  3.79902012])"
514,5973,,,,,,,"array([-0.03567429,  3.77679764])"
