"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Nicaragua","NIC","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","647249804.69","987064516.129032","1110472675.65649","1690713683.61899","1792800000","1912586292.79055","3861518689.85111","4131909868.00254","4308096532.51141","4389965590.96538","4635354832.308","4856005698.89833","5109583827.37851","5351768843.61983","5223736466.14695","5322243501.97953","5792949922.19461","6321335612.22233","6763688104.72396","7423421958.4248","8496946608.23151","8298679908.55232","8758592272.10579","9774307336.23792","10531964139.3486","10982938825.6994","11880434070.7811","12756706583.3113","13286118584.2563","13785943183.0661","13025239912.2751","12699046244.607","12681548303.6856","14144067555.6566","15649934214.9276","17829215283.7997",
"Netherlands","NLD","GDP (current US$)","NY.GDP.MKTP.CD","13263458995.3869","14578381187.725","15824293505.8191","17168477019.9035","20202316519.432","22688478854.6624","24705121841.706","27103938850.6798","30053405731.0167","34035946908.5614","38164716625.0685","44579122807.0175","54706557264.4878","71840909664.1968","87243413394.5405","100249523353.085","109168720620.103","127016990212.804","155859695457.323","179669405690.432","195152092662.381","164134217080.279","158479527935.958","153445465987.182","143912664148.352","143845822717.622","200862095700.666","245046310922.541","261910508417.884","258336705808.999","318330511920.61","327500327675.625","362962872180.451","353550169672.52","379130260322.073","452301674444.139","450490196078.431","416812740004.518","438008220395.468","447049523049.808","417479337444.707","431586852369.686","473861980070.981","580070360701.96","658380081545.175","685348181515.953","733955269898.823","848558887541.179","951869997864.062","871518638049.218","847380859016.668","905270626332.687","838923319919.531","877172824534.512","892167986713.722","765572770634.375","784060430240.08","833869641687.06","914043438179.607","910194347568.626","909793466661.481","1029678338329.44","1009398719033.08","1118124749886.29",
"Norway","NOR","GDP (current US$)","NY.GDP.MKTP.CD","5197398721.41367","5669689210.3186","6107076928.63372","6553269535.51009","7206522121.80418","8111945661.21624","8753940266.90184","9577383653.18303","10227087165.2414","11136187439.8326","12814123115.2613","14583114840.0629","17358610849.701","22534253702.8686","27145693810.1341","32877805200.023","35942270686.3374","41508030431.1074","46522900253.7054","53132244623.9213","64439382896.0156","63596654760.8677","62647195537.6511","61627240831.0948","62057955032.7758","65416879914.3907","78693118044.0045","94229907235.6215","101900260856.222","102633934390.615","119791843059.572","121872464483.487","130838040067.584","120579213712.804","127131319428.701","152029612324.788","163520109150.671","161356631888.484","154230295158.447","162383706021.13","171457201935.968","174239354070.977","195914852576.467","229385469337.024","265268662473.297","309978579743.888","346915160681.708","402643260487.572","464917553191.489","387976400617.019","431052143940.438","501360549669.404","512777309840.997","526014468085.106","501736471832.848","388159512245.53","370956547619.048","401745275035.261","439788625883.8","408742840909.091","367633418886.627","503367986030.268","593726965415.619","485513316503.63",
"Nepal","NPL","GDP (current US$)","NY.GDP.MKTP.CD","508334413.965087","531959561.62226","574091101.194382","496947904.443033","496098775.308642","735267082.294264","906811943.824649","841974025.462659","772231386.914829","788641965.432099","865975308.641975","882765471.604938","1024098400.35619","972101724.995368","1217953546.97604","1575789254.46938","1452788984.86265","1382400000","1604162497.45945","1851250008.33333","1945916583.33333","2275583316.66667","2395423741.79762","2447174803.37791","2581207387.79709","2619913955.51556","2850782044.04306","2957255379.54315","3487009748.35638","3525225786.58691","3627560239.48997","3921476084.89072","3401211581.29176","3660041666.66667","4066775510.20408","4401104417.67068","4521580381.47139","4918691916.53516","4856255044.39064","5033642384.10596","5494252207.90502","6007055042.17687","6050875806.66403","6330473096.54071","7273938314.71988","8130258377.90964","9043715355.8881","10325618017.379","12545438605.3959","12854985464.0764","16002656434.4746","21573872420.7008","21703100877.1309","22162204924.5726","22731612922.1906","24360801286.7638","24524109483.5293","28971588940.364","33111525237.149","34186180699.0255","33433659301.2466","36924841394.2605","41182939600.67","40908073366.8455",
"Nauru","NRU","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","17570365.9600271","19009433.3405969","21734268.5348303","26529816.5003045","35994511.2433223","40106775.6017519","40287426.7007486","40444701.645525","41754146.8802935","44431329.7746666","46947124.2446626","51689636.0691117","52877742.6491662","48439093.0773436","47363231.1347186","41548740.6082614","39939390.800498","40118409.8736534","45931133.93425","53736786.0637214","55572375.4651273","52533788.5566282","51133123.1254326","43542088.2518269","39742511.2417848","39969705.969706","37458801.2139605","37331507.2781343","29664450.9258631","27328612.6080962","26930980.3429002","22613287.5389074","21017423.6082043","24778159.5806639","30587565.7988334","30070666.0652533","29200359.3890386","22766972.1889659","37602264.7306872","44176245.5492433","47562844.6104251","65071879.7787162","101055722.95058","94385014.9425842","99149244.4001333","84863440.5801997","97541943.0355053","109355638.866955","130995566.30391","125160115.547819","124685688.161094","175390280.69162","153824609.470517","154127798.193541",
"New Zealand","NZL","GDP (current US$)","NY.GDP.MKTP.CD","5536098606.29231","5721995118.28133","6133158804.52258","6699741942.5399","7340766740.94114","5706251653.54744","5917437956.10272","6016017494.19619","5228045647.393","5814357966.66154","6495605619.34229","7911136757.06867","9567331064.65727","12802281897.8712","13940981798.1247","12861983284.3912","13604832424.0062","15446825318.4556","18530518394.6488","20731243113.2926","23244547384.6748","24417617184.2478","24164603058.9949","24309279705.5731","21665975318.8842","24679795396.4194","30604668356.5695","40376354069.9474","45176811594.2029","43920222524.7085","45495129385.0475","42745329732.163","41649829859.6342","46775620817.4327","55314732279.1379","63918703506.9075","70140835299.0148","66075143415.4952","56227169851.0448","58762260625.8758","52623281956.7031","53872425916.6248","66627729311.4495","88250885550.2626","103905210084.034","114720129550.095","111538810712.665","137188946865.584","133131369930.414","121373602348.679","146517541181.254","168295307149.46","176210710655.208","190909855416.34","201337554959.49","178104220784.881","188898209220.167","206566916732.292","211846555690.736","212846907683.439","212697530897.56","253644079784.977","246733522841.353","253465703232.146",
"OECD members","OED","GDP (current US$)","NY.GDP.MKTP.CD","1061264933712.04","1131861094329.99","1223947591637.2","1317492886271.91","1441750225451.76","1566396993839.69","1714911273025.79","1832992073805.39","1988238200176.32","2191111960224.34","2400412274248.38","2659330836214.41","3089079698178.26","3739264288634.85","4194417615501.72","4701145692536.83","5094295725954.45","5744570464387.41","6915174735631.66","7983332781672.97","8867251981131.77","9029391940522.54","8890351112548.28","9189657654205.75","9603970130336.12","10110225431143.1","12251974311440.8","14189422749046.7","15997003356618.7","16735307588204.3","18846972458698.4","19953764768717.7","21464746290365.8","21795813349509.6","23297636224541.8","25681295886763.5","25899388210744.5","25507725145785.3","25774930648028.6","27071119634055.8","27669616112069.4","27415354309328.3","28601698343642.8","31985356194060","35608846779453.8","37648159767684.9","39718283258802.5","43483775703184.9","46172651254806.8","43184014259465.7","45297226688828.8","48721225418978.3","48676834813345.9","49360200440504.1","50386906873870.5","47536673280840.8","48460554255214.5","50610712929528.3","53525975116832.1","54053010452622.2","52852896615891.7","58899843230643.7","60170092967268.4","64098865773303",
"Oman","OMN","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","63279974.6880101","67759972.8960108","107151832.489651","188879848.896121","239999808.000154","256319794.944164","301010587.102984","366883548.347591","483066990.612417","1645917776.49102","2096699189.34569","2560220034.74233","2741169947.88651","2740301389.69311","3733352634.62652","5981760277.93862","7259120150.55009","7554719455.70353","7932541690.79328","8821443150.92488","10005645420.4606","7324167369.14305","7811183094.92848","8386215864.75943","9372171651.49545","11685045513.6541","11341482444.7334","12452275682.7048","12493107932.3797","12918855656.697","13802600780.2341","15277763328.9987","15837451235.3706","13996914694.4083","15593456176.8531","19507452535.7607","19452000520.156","20142756046.814","21633708192.4577","24763712873.8622","31081991677.5033","37215779713.9142","42085379453.8362","60905452535.7607","48388363589.0767","64993498049.4148","77497529258.7776","87408842652.7958","89936020806.2419","92699089726.9181","78710793237.9714","75128738621.5865","80856697009.1027","91505851755.5267","88060858257.4772","75909397659.2978","88191977373.212","114667360208.062","108192457737.321",
"Other small states","OSS","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","7075100695.6823","8481441948.67528","10530537666.1972","12293161417.1922","15359233808.7896","21040631379.5509","21001566255.1625","20719390900.3616","19799540393.9667","20065158813.909","19711831130.7474","20748593857.3259","25513234796.1933","28124031927.9145","28730234881.2258","33890663890.8452","35877596793.744","39303152779.7414","38476262969.3064","40639521816.4965","47227955200.3905","49170282331.8275","49548179500.2293","50593486748.8223","52839936531.2747","55909436459.4723","56104114431.8509","61196326388.686","75225425145.7421","89281970467.4135","101041826683.492","113035701751.595","135646182748.022","148958990447.765","129389535768.023","138174096381.898","157064408558.829","155912881125.311","162812437315.907","167893016317.089","151721848514.729","159200150156.228","176977448024.04","193850030853.887","195442320173.664","178185121948.331","208006924432.84","223331355321.864","234402049500.765",
"Pakistan","PAK","GDP (current US$)","NY.GDP.MKTP.CD","3749265014.69971","4118647627.04746","4310163796.72407","4630827383.45233","5204955900.88198","5929231415.37169","6561108777.82444","7464510709.7858","8041999160.0168","8683116337.67325","10027509449.811","10665896682.0664","9415016359.56604","6383429490.21091","8899191919.19192","11230606060.6061","13168080808.0808","15126060606.0606","17811515151.5152","19688383838.3838","23654444444.4444","28100606060.6061","30725971563.981","28691889763.7795","31151825467.4978","31144920844.3272","31899070055.7967","33351529274.6869","38472742808.3167","40171106279.0078","40010423970.4576","45625336680.2047","48884671947.4657","51809999353.1614","52293470813.1336","60636071684.1918","63320170084.4076","62433340468.0228","62191955814.3478","62973857068.5113","99484802344.5277","97145618479.9038","97923302809.3537","112371913740.823","132216048339.413","145208562960.767","161871385506.36","184140869997.46","202203748583.854","187337783856.466","196709621849.586","230586581059.665","250106966104.704","258657231672.412","271390474857.632","299963590534.773","313630000130.435","339205534861.1","356128166704.921","320909472770.669","300425609817.981","348516647445.148","374787958882.308","338368455317.876",
"Panama","PAN","GDP (current US$)","NY.GDP.MKTP.CD","537147100","599026300","652120900","722784500","776137500","852485300","928833000","1034376400","1112791100","1221305700","1351006400","1523917200","1673411700","1913793400","2188307600","2435304100","2588106000","2738261900","3244558600","3704551600","4614086400","5222421500","5769767900","5923755900","6183387100","6541517100","6797834200","6827665300","5902783400","5918469800","6433967000","7074675500","8042337700","8782585400","9365289800","9573813700","9870494000","10677286100","11575486400","12130252200","12304115000","12502013400","12994310400","13693981200","15013381700","16374393900","18141666300","21295984200","25155888600","27116635600","29440287600","34686224300","40429700000","45599900000","49921400000","54091800000","57907700000","62202700000","67294169200","69721787500","57086836900","67406738100","76522511780.6222","83382400000",
